Learning rate = 10.0
Epoch 1
X | Y | Z | V | w1 | w2 | w3 | w4 | dot | y | t | t-y | a(t-y) | dW1 | dW2 | dW3 | dW4
10.0 | 2.0 | 3.0 | -1 | 140.0 |  -150.0 | -70.0 | 160.0 | 730.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

2.0 | 8.0 | 7.0 | -1 | 140.0 |  -150.0 | -70.0 | 160.0 | -1570.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

10.0 | 7.0 | 3.0 | -1 | 140.0 |  -150.0 | -70.0 | 160.0 | -20.0 | 0 |  1 | 1 | 10.0 | 100.0 | 70.0 | 30.0 | -10.0

0.0 | 1.0 | 4.0 | -1 | 240.0 |  -80.0 | -40.0 | 150.0 | -390.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

7.0 | 3.0 | 6.0 | -1 | 240.0 |  -80.0 | -40.0 | 150.0 | 1050.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

3.0 | 2.0 | 0.0 | -1 | 240.0 |  -80.0 | -40.0 | 150.0 | 410.0 | 1 |  0 | -1 | -10.0 | -30.0 | -20.0 | -0.0 | 10.0

7.0 | 5.0 | 1.0 | -1 | 210.0 |  -100.0 | -40.0 | 160.0 | 770.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

Epoch 6
X | Y | Z | V | w1 | w2 | w3 | w4 | dot | y | t | t-y | a(t-y) | dW1 | dW2 | dW3 | dW4
--------------------------------------------------------------------------------------
3.0 | 10.0 | 9.0 | -1 | 210.0 |  -100.0 | -40.0 | 160.0 | -890.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 7.0 | -1 | 210.0 |  -100.0 | -40.0 | 160.0 | 1250.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 9.0 | 1.0 | -1 | 210.0 |  -100.0 | -40.0 | 160.0 | -890.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 6.0 | 3.0 | -1 | 210.0 |  -100.0 | -40.0 | 160.0 | 800.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 2.0 | 0.0 | -1 | 210.0 |  -100.0 | -40.0 | 160.0 | -150.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 8.0 | 2.0 | -1 | 210.0 |  -100.0 | -40.0 | 160.0 | 850.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 7.0 | 5.0 | -1 | 210.0 |  -100.0 | -40.0 | 160.0 | -1060.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 1.0 | 5.0 | -1 | 210.0 |  -100.0 | -40.0 | 160.0 | 1430.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 0.0 | 4.0 | -1 | 210.0 |  -100.0 | -40.0 | 160.0 | 520.0 | 1 |  0 | -1 | -10.0 | -40.0 | -0.0 | -40.0 | 10.0

10.0 | 6.0 | 8.0 | -1 | 170.0 |  -100.0 | -80.0 | 170.0 | 290.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 10.0 | 6.0 | -1 | 170.0 |  -100.0 | -80.0 | 170.0 | -970.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

7.0 | 8.0 | 3.0 | -1 | 170.0 |  -100.0 | -80.0 | 170.0 | -20.0 | 0 |  1 | 1 | 10.0 | 70.0 | 80.0 | 30.0 | -10.0

1.0 | 10.0 | 5.0 | -1 | 240.0 |  -20.0 | -50.0 | 160.0 | -370.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 10.0 | 3.0 | -1 | 240.0 |  -20.0 | -50.0 | 160.0 | 1410.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 4.0 | -1 | 240.0 |  -20.0 | -50.0 | 160.0 | -200.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 3.0 | 6.0 | -1 | 240.0 |  -20.0 | -50.0 | 160.0 | 1400.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 1.0 | -1 | 240.0 |  -20.0 | -50.0 | 160.0 | 730.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -10.0 | 10.0

6.0 | 8.0 | 6.0 | -1 | 200.0 |  -30.0 | -60.0 | 170.0 | 430.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 9.0 | -1 | 200.0 |  -30.0 | -60.0 | 170.0 | -630.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 4.0 | -1 | 200.0 |  -30.0 | -60.0 | 170.0 | 1330.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 5.0 | 0.0 | -1 | 200.0 |  -30.0 | -60.0 | 170.0 | 480.0 | 1 |  0 | -1 | -10.0 | -40.0 | -50.0 | -0.0 | 10.0

7.0 | 5.0 | 2.0 | -1 | 160.0 |  -80.0 | -60.0 | 180.0 | 420.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 5.0 | -1 | 160.0 |  -80.0 | -60.0 | 180.0 | 80.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -50.0 | 10.0

10.0 | 2.0 | 3.0 | -1 | 120.0 |  -90.0 | -110.0 | 190.0 | 500.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

2.0 | 8.0 | 7.0 | -1 | 120.0 |  -90.0 | -110.0 | 190.0 | -1440.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

10.0 | 7.0 | 3.0 | -1 | 120.0 |  -90.0 | -110.0 | 190.0 | 50.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 1.0 | 4.0 | -1 | 120.0 |  -90.0 | -110.0 | 190.0 | -720.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

7.0 | 3.0 | 6.0 | -1 | 120.0 |  -90.0 | -110.0 | 190.0 | -280.0 | 0 |  1 | 1 | 10.0 | 70.0 | 30.0 | 60.0 | -10.0

3.0 | 2.0 | 0.0 | -1 | 190.0 |  -60.0 | -50.0 | 180.0 | 270.0 | 1 |  0 | -1 | -10.0 | -30.0 | -20.0 | -0.0 | 10.0

7.0 | 5.0 | 1.0 | -1 | 160.0 |  -80.0 | -50.0 | 190.0 | 480.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

Epoch 7
X | Y | Z | V | w1 | w2 | w3 | w4 | dot | y | t | t-y | a(t-y) | dW1 | dW2 | dW3 | dW4
--------------------------------------------------------------------------------------
3.0 | 10.0 | 9.0 | -1 | 160.0 |  -80.0 | -50.0 | 190.0 | -960.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 7.0 | -1 | 160.0 |  -80.0 | -50.0 | 190.0 | 740.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 9.0 | 1.0 | -1 | 160.0 |  -80.0 | -50.0 | 190.0 | -800.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 6.0 | 3.0 | -1 | 160.0 |  -80.0 | -50.0 | 190.0 | 460.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 2.0 | 0.0 | -1 | 160.0 |  -80.0 | -50.0 | 190.0 | -190.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 8.0 | 2.0 | -1 | 160.0 |  -80.0 | -50.0 | 190.0 | 510.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 7.0 | 5.0 | -1 | 160.0 |  -80.0 | -50.0 | 190.0 | -1000.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 1.0 | 5.0 | -1 | 160.0 |  -80.0 | -50.0 | 190.0 | 920.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 0.0 | 4.0 | -1 | 160.0 |  -80.0 | -50.0 | 190.0 | 250.0 | 1 |  0 | -1 | -10.0 | -40.0 | -0.0 | -40.0 | 10.0

10.0 | 6.0 | 8.0 | -1 | 120.0 |  -80.0 | -90.0 | 200.0 | -200.0 | 0 |  1 | 1 | 10.0 | 100.0 | 60.0 | 80.0 | -10.0

4.0 | 10.0 | 6.0 | -1 | 220.0 |  -20.0 | -10.0 | 190.0 | 430.0 | 1 |  0 | -1 | -10.0 | -40.0 | -100.0 | -60.0 | 10.0

7.0 | 8.0 | 3.0 | -1 | 180.0 |  -120.0 | -70.0 | 200.0 | -110.0 | 0 |  1 | 1 | 10.0 | 70.0 | 80.0 | 30.0 | -10.0

1.0 | 10.0 | 5.0 | -1 | 250.0 |  -40.0 | -40.0 | 190.0 | -540.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 10.0 | 3.0 | -1 | 250.0 |  -40.0 | -40.0 | 190.0 | 1290.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 4.0 | -1 | 250.0 |  -40.0 | -40.0 | 190.0 | -260.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 3.0 | 6.0 | -1 | 250.0 |  -40.0 | -40.0 | 190.0 | 1450.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 1.0 | -1 | 250.0 |  -40.0 | -40.0 | 190.0 | 730.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -10.0 | 10.0

6.0 | 8.0 | 6.0 | -1 | 210.0 |  -50.0 | -50.0 | 200.0 | 360.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 9.0 | -1 | 210.0 |  -50.0 | -50.0 | 200.0 | -640.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 4.0 | -1 | 210.0 |  -50.0 | -50.0 | 200.0 | 1390.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 5.0 | 0.0 | -1 | 210.0 |  -50.0 | -50.0 | 200.0 | 390.0 | 1 |  0 | -1 | -10.0 | -40.0 | -50.0 | -0.0 | 10.0

7.0 | 5.0 | 2.0 | -1 | 170.0 |  -100.0 | -50.0 | 210.0 | 380.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 5.0 | -1 | 170.0 |  -100.0 | -50.0 | 210.0 | 120.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -50.0 | 10.0

10.0 | 2.0 | 3.0 | -1 | 130.0 |  -110.0 | -100.0 | 220.0 | 560.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

2.0 | 8.0 | 7.0 | -1 | 130.0 |  -110.0 | -100.0 | 220.0 | -1540.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

10.0 | 7.0 | 3.0 | -1 | 130.0 |  -110.0 | -100.0 | 220.0 | 10.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 1.0 | 4.0 | -1 | 130.0 |  -110.0 | -100.0 | 220.0 | -730.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

7.0 | 3.0 | 6.0 | -1 | 130.0 |  -110.0 | -100.0 | 220.0 | -240.0 | 0 |  1 | 1 | 10.0 | 70.0 | 30.0 | 60.0 | -10.0

3.0 | 2.0 | 0.0 | -1 | 200.0 |  -80.0 | -40.0 | 210.0 | 230.0 | 1 |  0 | -1 | -10.0 | -30.0 | -20.0 | -0.0 | 10.0

7.0 | 5.0 | 1.0 | -1 | 170.0 |  -100.0 | -40.0 | 220.0 | 430.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

Epoch 8
X | Y | Z | V | w1 | w2 | w3 | w4 | dot | y | t | t-y | a(t-y) | dW1 | dW2 | dW3 | dW4
--------------------------------------------------------------------------------------
3.0 | 10.0 | 9.0 | -1 | 170.0 |  -100.0 | -40.0 | 220.0 | -1070.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 7.0 | -1 | 170.0 |  -100.0 | -40.0 | 220.0 | 830.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 9.0 | 1.0 | -1 | 170.0 |  -100.0 | -40.0 | 220.0 | -990.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 6.0 | 3.0 | -1 | 170.0 |  -100.0 | -40.0 | 220.0 | 420.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 2.0 | 0.0 | -1 | 170.0 |  -100.0 | -40.0 | 220.0 | -250.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 8.0 | 2.0 | -1 | 170.0 |  -100.0 | -40.0 | 220.0 | 430.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 7.0 | 5.0 | -1 | 170.0 |  -100.0 | -40.0 | 220.0 | -1120.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 1.0 | 5.0 | -1 | 170.0 |  -100.0 | -40.0 | 220.0 | 1010.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 0.0 | 4.0 | -1 | 170.0 |  -100.0 | -40.0 | 220.0 | 300.0 | 1 |  0 | -1 | -10.0 | -40.0 | -0.0 | -40.0 | 10.0

10.0 | 6.0 | 8.0 | -1 | 130.0 |  -100.0 | -80.0 | 230.0 | -170.0 | 0 |  1 | 1 | 10.0 | 100.0 | 60.0 | 80.0 | -10.0

4.0 | 10.0 | 6.0 | -1 | 230.0 |  -40.0 | 0.0 | 220.0 | 300.0 | 1 |  0 | -1 | -10.0 | -40.0 | -100.0 | -60.0 | 10.0

7.0 | 8.0 | 3.0 | -1 | 190.0 |  -140.0 | -60.0 | 230.0 | -200.0 | 0 |  1 | 1 | 10.0 | 70.0 | 80.0 | 30.0 | -10.0

1.0 | 10.0 | 5.0 | -1 | 260.0 |  -60.0 | -30.0 | 220.0 | -710.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 10.0 | 3.0 | -1 | 260.0 |  -60.0 | -30.0 | 220.0 | 1170.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 4.0 | -1 | 260.0 |  -60.0 | -30.0 | 220.0 | -320.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 3.0 | 6.0 | -1 | 260.0 |  -60.0 | -30.0 | 220.0 | 1500.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 1.0 | -1 | 260.0 |  -60.0 | -30.0 | 220.0 | 730.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -10.0 | 10.0

6.0 | 8.0 | 6.0 | -1 | 220.0 |  -70.0 | -40.0 | 230.0 | 290.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 9.0 | -1 | 220.0 |  -70.0 | -40.0 | 230.0 | -650.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 4.0 | -1 | 220.0 |  -70.0 | -40.0 | 230.0 | 1450.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 5.0 | 0.0 | -1 | 220.0 |  -70.0 | -40.0 | 230.0 | 300.0 | 1 |  0 | -1 | -10.0 | -40.0 | -50.0 | -0.0 | 10.0

7.0 | 5.0 | 2.0 | -1 | 180.0 |  -120.0 | -40.0 | 240.0 | 340.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 5.0 | -1 | 180.0 |  -120.0 | -40.0 | 240.0 | 160.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -50.0 | 10.0

10.0 | 2.0 | 3.0 | -1 | 140.0 |  -130.0 | -90.0 | 250.0 | 620.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

2.0 | 8.0 | 7.0 | -1 | 140.0 |  -130.0 | -90.0 | 250.0 | -1640.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

10.0 | 7.0 | 3.0 | -1 | 140.0 |  -130.0 | -90.0 | 250.0 | -30.0 | 0 |  1 | 1 | 10.0 | 100.0 | 70.0 | 30.0 | -10.0

0.0 | 1.0 | 4.0 | -1 | 240.0 |  -60.0 | -60.0 | 240.0 | -540.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

7.0 | 3.0 | 6.0 | -1 | 240.0 |  -60.0 | -60.0 | 240.0 | 900.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

3.0 | 2.0 | 0.0 | -1 | 240.0 |  -60.0 | -60.0 | 240.0 | 360.0 | 1 |  0 | -1 | -10.0 | -30.0 | -20.0 | -0.0 | 10.0

7.0 | 5.0 | 1.0 | -1 | 210.0 |  -80.0 | -60.0 | 250.0 | 760.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

Epoch 9
X | Y | Z | V | w1 | w2 | w3 | w4 | dot | y | t | t-y | a(t-y) | dW1 | dW2 | dW3 | dW4
--------------------------------------------------------------------------------------
3.0 | 10.0 | 9.0 | -1 | 210.0 |  -80.0 | -60.0 | 250.0 | -960.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 7.0 | -1 | 210.0 |  -80.0 | -60.0 | 250.0 | 1060.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 9.0 | 1.0 | -1 | 210.0 |  -80.0 | -60.0 | 250.0 | -820.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 6.0 | 3.0 | -1 | 210.0 |  -80.0 | -60.0 | 250.0 | 770.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 2.0 | 0.0 | -1 | 210.0 |  -80.0 | -60.0 | 250.0 | -200.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 8.0 | 2.0 | -1 | 210.0 |  -80.0 | -60.0 | 250.0 | 880.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 7.0 | 5.0 | -1 | 210.0 |  -80.0 | -60.0 | 250.0 | -1110.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 1.0 | 5.0 | -1 | 210.0 |  -80.0 | -60.0 | 250.0 | 1260.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 0.0 | 4.0 | -1 | 210.0 |  -80.0 | -60.0 | 250.0 | 350.0 | 1 |  0 | -1 | -10.0 | -40.0 | -0.0 | -40.0 | 10.0

10.0 | 6.0 | 8.0 | -1 | 170.0 |  -80.0 | -100.0 | 260.0 | 160.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 10.0 | 6.0 | -1 | 170.0 |  -80.0 | -100.0 | 260.0 | -980.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

7.0 | 8.0 | 3.0 | -1 | 170.0 |  -80.0 | -100.0 | 260.0 | -10.0 | 0 |  1 | 1 | 10.0 | 70.0 | 80.0 | 30.0 | -10.0

1.0 | 10.0 | 5.0 | -1 | 240.0 |  0.0 | -70.0 | 250.0 | -360.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 10.0 | 3.0 | -1 | 240.0 |  0.0 | -70.0 | 250.0 | 1460.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 4.0 | -1 | 240.0 |  0.0 | -70.0 | 250.0 | -290.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 3.0 | 6.0 | -1 | 240.0 |  0.0 | -70.0 | 250.0 | 1250.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 1.0 | -1 | 240.0 |  0.0 | -70.0 | 250.0 | 640.0 | 1 |  0 | -1 | -10.0 | -40.0 | -10.0 | -10.0 | 10.0

6.0 | 8.0 | 6.0 | -1 | 200.0 |  -10.0 | -80.0 | 260.0 | 380.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 9.0 | -1 | 200.0 |  -10.0 | -80.0 | 260.0 | -820.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 4.0 | -1 | 200.0 |  -10.0 | -80.0 | 260.0 | 1200.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 5.0 | 0.0 | -1 | 200.0 |  -10.0 | -80.0 | 260.0 | 490.0 | 1 |  0 | -1 | -10.0 | -40.0 | -50.0 | -0.0 | 10.0

7.0 | 5.0 | 2.0 | -1 | 160.0 |  -60.0 | -80.0 | 270.0 | 390.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 1.0 | 5.0 | -1 | 160.0 |  -60.0 | -80.0 | 270.0 | -90.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

10.0 | 2.0 | 3.0 | -1 | 160.0 |  -60.0 | -80.0 | 270.0 | 970.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

2.0 | 8.0 | 7.0 | -1 | 160.0 |  -60.0 | -80.0 | 270.0 | -990.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

10.0 | 7.0 | 3.0 | -1 | 160.0 |  -60.0 | -80.0 | 270.0 | 670.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 1.0 | 4.0 | -1 | 160.0 |  -60.0 | -80.0 | 270.0 | -650.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

7.0 | 3.0 | 6.0 | -1 | 160.0 |  -60.0 | -80.0 | 270.0 | 190.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

3.0 | 2.0 | 0.0 | -1 | 160.0 |  -60.0 | -80.0 | 270.0 | 90.0 | 1 |  0 | -1 | -10.0 | -30.0 | -20.0 | -0.0 | 10.0

7.0 | 5.0 | 1.0 | -1 | 130.0 |  -80.0 | -80.0 | 280.0 | 150.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

Epoch 10
X | Y | Z | V | w1 | w2 | w3 | w4 | dot | y | t | t-y | a(t-y) | dW1 | dW2 | dW3 | dW4
--------------------------------------------------------------------------------------
3.0 | 10.0 | 9.0 | -1 | 130.0 |  -80.0 | -80.0 | 280.0 | -1410.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 2.0 | 7.0 | -1 | 130.0 |  -80.0 | -80.0 | 280.0 | 170.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 9.0 | 1.0 | -1 | 130.0 |  -80.0 | -80.0 | 280.0 | -950.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 6.0 | 3.0 | -1 | 130.0 |  -80.0 | -80.0 | 280.0 | 40.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 2.0 | 0.0 | -1 | 130.0 |  -80.0 | -80.0 | 280.0 | -310.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 8.0 | 2.0 | -1 | 130.0 |  -80.0 | -80.0 | 280.0 | 90.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

0.0 | 7.0 | 5.0 | -1 | 130.0 |  -80.0 | -80.0 | 280.0 | -1240.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

9.0 | 1.0 | 5.0 | -1 | 130.0 |  -80.0 | -80.0 | 280.0 | 410.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

4.0 | 0.0 | 4.0 | -1 | 130.0 |  -80.0 | -80.0 | 280.0 | -80.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

10.0 | 6.0 | 8.0 | -1 | 130.0 |  -80.0 | -80.0 | 280.0 | -100.0 | 0 |  1 | 1 | 10.0 | 100.0 | 60.0 | 80.0 | -10.0

4.0 | 10.0 | 6.0 | -1 | 230.0 |  -20.0 | 0.0 | 270.0 | 450.0 | 1 |  0 | -1 | -10.0 | -40.0 | -100.0 | -60.0 | 10.0

7.0 | 8.0 | 3.0 | -1 | 190.0 |  -120.0 | -60.0 | 280.0 | -90.0 | 0 |  1 | 1 | 10.0 | 70.0 | 80.0 | 30.0 | -10.0

1.0 | 10.0 | 5.0 | -1 | 260.0 |  -40.0 | -30.0 | 270.0 | -560.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 10.0 | 3.0 | -1 | 260.0 |  -40.0 | -30.0 | 270.0 | 1320.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

1.0 | 4.0 | 4.0 | -1 | 260.0 |  -40.0 | -30.0 | 270.0 | -290.0 | 0 |  0 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

8.0 | 3.0 | 6.0 | -1 | 260.0 |  -40.0 | -30.0 | 270.0 | 1510.0 | 1 |  1 | 0 | 0.0 | 0.0 | 0.0 | 0.0 | -0.0

